,ATP,HTGD,ATGD,DiffFormPts,DiffPts,DiffLP,FTR
2543,35,-12.0,-5.0,-4,-2,2.0,H
2544,46,-2.0,16.0,4,-14,4.0,H
2545,30,-27.0,-6.0,1,-10,4.0,A
2546,22,-4.0,-21.0,6,11,-11.0,H
2547,33,0.0,4.0,-2,10,-8.0,D
2548,61,21.0,37.0,-6,-8,2.0,A
2549,33,-5.0,-4.0,-5,-4,7.0,H
2550,22,-27.0,-18.0,-1,-2,1.0,H
2551,36,15.0,-11.0,-1,10,-8.0,H
2552,53,0.0,19.0,4,-16,3.0,H
2553,39,4.0,4.0,3,-5,5.0,H
2554,22,-26.0,-22.0,0,0,1.0,A
2555,35,39.0,-1.0,3,29,-8.0,H
2556,20,-6.0,-29.0,1,15,-3.0,D
2557,66,-4.0,50.0,-5,-33,10.0,H
2558,44,17.0,0.0,5,5,-2.0,H
2559,37,4.0,0.0,-7,2,1.0,H
2560,36,0.0,-3.0,0,0,-2.0,A
2561,35,-29.0,-3.0,-3,-14,5.0,D
2562,36,-1.0,-6.0,-2,8,-7.0,H
2563,67,-28.0,41.0,-9,-45,18.0,A
2564,37,-20.0,5.0,0,-12,6.0,H
2565,52,-3.0,18.0,-7,-15,4.0,A
2566,49,49.0,16.0,5,17,-5.0,H
2567,42,-19.0,7.0,-3,-20,9.0,H
2568,36,18.0,-12.0,-2,17,-10.0,D
2569,33,18.0,-4.0,10,19,-13.0,H
2570,28,-25.0,-18.0,-4,-2,-1.0,H
2571,54,15.0,18.0,2,-5,2.0,D
2572,22,6.0,-29.0,-3,20,-7.0,A
2573,22,-7.0,-33.0,3,14,-8.0,H
2574,69,-12.0,50.0,-5,-32,13.0,D
2575,25,3.0,-18.0,0,12,-4.0,H
2576,37,0.0,-4.0,2,2,4.0,A
2577,47,-3.0,0.0,5,-11,5.0,A
2578,36,46.0,-3.0,6,34,-7.0,H
2579,49,-7.0,15.0,-1,-16,10.0,A
2580,36,-2.0,-5.0,0,4,-3.0,H
2581,39,-4.0,-6.0,2,-3,-3.0,H
2582,40,50.0,5.0,3,30,-12.0,D
2583,58,-20.0,22.0,-11,-33,14.0,H
2584,38,-28.0,-12.0,-2,-13,1.0,H
2585,29,-34.0,-24.0,-8,-7,2.0,A
2586,42,2.0,5.0,5,8,-3.0,H
2587,39,18.0,-2.0,-7,16,-7.0,H
2588,73,-19.0,47.0,-8,-45,17.0,A
2589,50,-2.0,2.0,1,-11,6.0,A
2590,39,-27.0,-3.0,3,-10,9.0,A
2591,28,17.0,-26.0,-1,25,-9.0,H
2592,34,3.0,-9.0,-2,8,-8.0,D
2593,43,-7.0,0.0,-5,-4,5.0,D
2594,22,-14.0,-35.0,5,16,-6.0,H
2595,58,5.0,20.0,3,-17,9.0,D
2596,28,-7.0,-21.0,-3,8,-9.0,H
2597,71,21.0,50.0,4,-13,2.0,H
2598,28,49.0,-19.0,8,48,-15.0,H
2599,38,-9.0,-14.0,0,-4,2.0,D
2600,42,0.0,5.0,-1,2,-6.0,H
2601,56,0.0,18.0,-4,-14,3.0,D
2602,29,6.0,-29.0,3,27,-13.0,H
2603,40,20.0,-7.0,1,19,-8.0,A
2604,43,-24.0,3.0,2,-15,11.0,A
2605,39,49.0,-4.0,1,32,-9.0,H
2606,39,-21.0,-6.0,0,-11,6.0,H
2607,79,-27.0,51.0,-7,-51,13.0,H
2608,61,-36.0,22.0,-12,-39,17.0,A
2609,71,-7.0,49.0,0,-31,11.0,A
2610,22,1.0,-39.0,5,20,-7.0,D
2611,28,-9.0,-25.0,0,11,-8.0,H
2612,31,-8.0,-18.0,-5,8,-7.0,H
2613,35,50.0,-13.0,10,44,-14.0,H
2614,31,25.0,-26.0,2,33,-12.0,A
2615,57,25.0,18.0,4,7,-3.0,D
2616,42,-13.0,1.0,-3,-7,3.0,D
2617,43,-25.0,-6.0,-4,-15,7.0,H
2618,39,-29.0,-9.0,4,-9,7.0,D
2619,31,0.0,-26.0,-3,12,-6.0,H
2620,42,11.0,-16.0,10,20,-9.0,H
2621,59,-19.0,18.0,1,-28,13.0,H
2622,42,3.0,-7.0,-2,4,-2.0,A
2623,48,54.0,4.0,1,34,-5.0,D
2624,77,-39.0,58.0,-7,-54,19.0,A
2625,33,-13.0,-28.0,-4,3,-2.0,A
2626,46,4.0,1.0,1,2,-2.0,H
2627,46,-11.0,3.0,3,-3,4.0,A
2628,64,-16.0,24.0,-4,-22,11.0,D
2629,33,1.0,-28.0,-1,10,-5.0,D
2630,23,-6.0,-41.0,3,20,-9.0,D
2631,36,-6.0,-14.0,6,9,-6.0,D
2632,62,-26.0,7.0,-3,-28,10.0,H
2633,34,23.0,-18.0,2,27,-11.0,H
2634,31,20.0,-26.0,4,31,-15.0,H
2635,83,60.0,54.0,0,-3,-1.0,H
2636,46,6.0,-3.0,-3,3,-1.0,A
2637,51,-16.0,8.0,-6,-8,7.0,D
2638,62,-28.0,20.0,-2,-28,14.0,A
2639,62,23.0,7.0,-1,-1,1.0,A
2640,43,24.0,-16.0,4,23,-9.0,D
2641,65,-14.0,23.0,-4,-28,12.0,D
2642,46,-31.0,-6.0,-5,-12,8.0,D
2643,45,-2.0,1.0,6,4,-4.0,H
2644,44,53.0,-6.0,2,39,-9.0,H
2645,83,9.0,61.0,0,-18,4.0,A
2646,44,-23.0,-16.0,0,-10,3.0,H
2647,52,-41.0,8.0,-7,-28,13.0,D
2648,37,-28.0,-22.0,-6,-6,4.0,A
2649,61,5.0,21.0,-1,-12,2.0,H
2650,31,18.0,-29.0,2,30,-13.0,H
2651,65,8.0,7.0,0,-12,2.0,H
2652,37,63.0,-22.0,6,49,-16.0,H
2653,38,-16.0,-14.0,1,6,-4.0,H
2654,35,-17.0,-31.0,-3,9,-4.0,D
2655,86,0.0,55.0,-4,-41,11.0,A
2656,52,-8.0,8.0,-4,-8,3.0,H
2657,52,23.0,-1.0,-3,14,-5.0,H
2658,67,-6.0,24.0,2,-20,7.0,A
2659,25,-21.0,-41.0,9,15,-5.0,H
2690,7,-3.0,8.0,-6,-6,6.0,H
2691,7,1.0,5.0,-4,-4,4.0,H
2692,4,1.0,0.0,2,2,-17.0,H
2693,6,-5.0,1.0,-4,-4,1.0,D
2694,9,-7.0,6.0,-8,-8,17.0,D
2695,7,0.0,3.0,-4,-4,11.0,D
2696,1,0.0,-5.0,2,2,10.0,D
2697,2,-4.0,-1.0,-1,-1,14.0,A
2698,4,1.0,-1.0,2,2,-10.0,D
2699,3,6.0,0.0,6,6,-10.0,H
2700,4,-9.0,-1.0,-4,-4,-1.0,H
2701,7,6.0,1.0,0,0,3.0,A
2702,1,2.0,-5.0,6,6,-11.0,H
2703,4,1.0,0.0,3,3,-7.0,D
2704,6,-4.0,4.0,-2,-2,6.0,A
2705,9,-5.0,5.0,-7,-7,6.0,A
2706,8,3.0,7.0,0,0,-2.0,D
2707,3,-1.0,-5.0,2,2,5.0,H
2708,2,1.0,-7.0,3,3,-15.0,H
2709,10,7.0,6.0,-2,-2,1.0,A
2710,3,4.0,-6.0,7,7,-8.0,H
2711,9,5.0,3.0,0,0,10.0,A
2712,8,6.0,2.0,4,4,-4.0,A
2713,2,-6.0,-6.0,1,1,4.0,A
2714,8,-5.0,0.0,-6,-6,3.0,D
2715,7,-1.0,3.0,-3,-3,4.0,H
2716,4,1.0,-5.0,3,3,-1.0,H
2717,10,-4.0,3.0,-6,-6,7.0,D
2718,8,-8.0,1.0,-6,-6,10.0,A
2719,3,7.0,-6.0,10,10,-8.0,H
2720,7,4.0,-2.0,3,5,-15.0,H
2721,3,1.0,-5.0,2,4,-10.0,D
2722,2,3.0,-9.0,6,9,-12.0,H
2723,9,2.0,6.0,0,2,6.0,A
2724,13,-6.0,6.0,-6,-9,12.0,D
2725,7,-3.0,1.0,-1,-2,-6.0,D
2726,12,0.0,5.0,-6,-3,15.0,A
2727,9,-8.0,4.0,-3,-6,2.0,D
2728,5,3.0,-4.0,6,6,-10.0,H
2729,5,4.0,-4.0,1,4,-3.0,H
2730,3,-3.0,-6.0,3,3,-12.0,H
2731,8,8.0,1.0,6,7,-12.0,H
2732,12,-12.0,8.0,-8,-9,7.0,H
2733,5,1.0,-6.0,0,3,-9.0,H
2734,19,5.0,11.0,0,-5,2.0,A
2735,15,4.0,7.0,-1,-1,6.0,A
2736,4,0.0,-8.0,4,7,-4.0,H
2737,14,-10.0,6.0,-7,-12,14.0,D
2738,9,-2.0,-3.0,0,-1,1.0,D
2739,2,8.0,-10.0,9,10,-16.0,H
2740,6,-7.0,-11.0,0,-1,4.0,D
2741,11,8.0,2.0,7,7,-7.0,H
2742,13,-6.0,5.0,-7,-9,7.0,D
2743,9,-1.0,-2.0,-1,-1,-4.0,D
2744,14,-7.0,3.0,-7,-9,8.0,H
2745,18,13.0,10.0,1,4,2.0,A
2746,9,6.0,-2.0,1,6,-1.0,D
2747,14,-3.0,3.0,-1,-4,8.0,H
2748,14,-11.0,3.0,-8,-10,9.0,A
2749,15,5.0,6.0,1,-2,6.0,D
2750,15,11.0,8.0,5,6,-3.0,H
2751,9,-11.0,-1.0,-1,-2,-2.0,H
2752,6,-3.0,-7.0,3,3,2.0,A
2753,22,1.0,12.0,-8,-11,6.0,D
2754,8,4.0,-6.0,8,9,-13.0,A
2755,21,2.0,9.0,-6,-7,8.0,D
2756,13,-2.0,-2.0,0,-3,-9.0,D
2757,5,-11.0,-6.0,-3,-2,1.0,D
2758,4,2.0,-12.0,3,10,-6.0,H
2759,14,8.0,5.0,-1,1,-8.0,D
2760,24,-6.0,12.0,-7,-15,14.0,A
2761,9,6.0,-4.0,5,8,-11.0,H
2762,10,-6.0,-10.0,-3,-4,8.0,D
2763,12,-14.0,1.0,-4,-8,5.0,D
2764,4,-2.0,-11.0,3,5,-7.0,H
2765,17,-5.0,4.0,0,-6,10.0,A
2766,11,12.0,-2.0,1,12,-4.0,D
2767,17,9.0,3.0,4,5,-3.0,H
2768,15,-2.0,2.0,-1,-1,6.0,A
2769,17,7.0,3.0,-3,-2,-1.0,H
2770,11,-2.0,-6.0,0,1,-11.0,H
2771,9,10.0,-7.0,9,16,-13.0,H
2772,13,-3.0,1.0,-1,1,7.0,A
2773,27,-10.0,13.0,-7,-16,10.0,H
2774,5,-12.0,-14.0,0,-1,6.0,A
2775,20,-5.0,7.0,-1,-11,13.0,H
2776,24,5.0,12.0,1,-4,5.0,H
2777,12,5.0,-2.0,2,4,-5.0,A
2778,12,3.0,-1.0,2,6,-3.0,D
2779,16,-7.0,7.0,-3,-7,11.0,D
2780,14,6.0,-9.0,-5,6,-5.0,D
2781,4,12.0,-14.0,10,23,-19.0,H
2782,16,-1.0,3.0,-1,-3,1.0,H
2783,23,-4.0,6.0,-5,-11,9.0,A
2784,9,-9.0,-6.0,0,2,-1.0,H
2785,28,11.0,15.0,-8,-4,1.0,D
2786,14,-12.0,-4.0,-1,-6,-2.0,H
2787,15,2.0,1.0,-1,1,2.0,D
2788,19,-1.0,3.0,-5,-2,-5.0,H
2789,9,-12.0,-6.0,-2,0,-4.0,H
2790,4,-4.0,-16.0,3,9,-3.0,D
2791,16,11.0,2.0,0,9,-9.0,D
2792,20,6.0,10.0,-2,1,2.0,D
2793,19,14.0,1.0,7,11,-9.0,H
2794,15,-10.0,-9.0,-2,-4,3.0,D
2795,14,0.0,-6.0,4,2,-3.0,H
2796,26,2.0,8.0,-6,-9,1.0,H
2797,16,1.0,1.0,-1,4,-2.0,H
2798,29,-8.0,15.0,-2,-15,16.0,A
2799,17,10.0,2.0,2,3,-5.0,A
2800,23,2.0,2.0,-3,-6,7.0,A
2801,12,0.0,-10.0,-2,4,-7.0,H
2802,22,17.0,6.0,5,10,-4.0,D
2803,13,-16.0,-11.0,-5,-8,5.0,D
2804,33,-8.0,15.0,-8,-24,18.0,A
2805,19,6.0,1.0,2,7,-5.0,A
2806,26,0.0,11.0,1,-7,7.0,H
2807,13,-9.0,-5.0,5,3,-6.0,H
2808,14,-7.0,-10.0,-5,0,-2.0,H
2809,26,10.0,6.0,-6,-5,-4.0,H
2810,22,-11.0,2.0,-8,-8,2.0,D
2811,9,-11.0,-9.0,5,3,-5.0,H
2812,26,-7.0,9.0,1,-13,14.0,A
2813,19,6.0,-8.0,2,4,-2.0,A
2814,6,-13.0,-16.0,1,8,-2.0,D
2815,26,6.0,5.0,-3,-3,1.0,H
2816,36,17.0,16.0,-1,-3,1.0,A
2817,19,2.0,1.0,-1,3,3.0,A
2818,17,-1.0,-4.0,-1,0,-4.0,H
2819,9,-7.0,-9.0,1,4,-2.0,H
2820,15,2.0,-11.0,4,7,-8.0,A
2821,16,17.0,-4.0,8,23,-16.0,H
2822,33,-5.0,16.0,-5,-16,14.0,A
2823,15,-7.0,-13.0,7,7,-7.0,H
2824,20,-16.0,0.0,-1,-13,8.0,H
2825,26,2.0,7.0,5,-3,7.0,D
2826,23,4.0,5.0,-1,3,-4.0,H
2827,22,3.0,1.0,2,4,-2.0,D
2828,24,-12.0,10.0,-8,-15,15.0,A
2829,20,2.0,0.0,6,2,-5.0,H
2830,9,18.0,-15.0,8,27,-17.0,H
2831,10,-7.0,-15.0,-3,7,-4.0,H
2832,16,-11.0,-6.0,3,-1,-3.0,A
2833,24,5.0,2.0,1,5,-8.0,D
2834,25,3.0,-6.0,-7,2,-3.0,H
2835,27,1.0,7.0,-3,-4,4.0,A
2836,27,-14.0,13.0,-4,-12,14.0,A
2837,18,19.0,-9.0,-1,14,-12.0,H
2838,42,4.0,19.0,-8,-19,8.0,D
2839,29,-9.0,5.0,-3,-11,10.0,A
2840,15,8.0,-15.0,8,15,-12.0,H
2841,16,-5.0,-11.0,-1,4,-2.0,D
2842,20,19.0,-6.0,7,23,-15.0,H
2843,35,-7.0,20.0,0,-10,8.0,A
2844,30,-16.0,4.0,2,-20,12.0,A
2845,24,-16.0,4.0,-7,-15,10.0,D
2846,25,2.0,4.0,0,0,6.0,H
2847,39,-5.0,19.0,-4,-20,15.0,H
2848,20,14.0,-6.0,4,10,-12.0,H
2849,15,-17.0,-15.0,7,3,-3.0,A
2850,25,-5.0,4.0,-1,-4,3.0,A
2851,33,20.0,5.0,6,13,-7.0,H
2852,39,-8.0,18.0,2,-14,9.0,A
2853,23,-16.0,-1.0,-3,-13,9.0,H
2854,17,4.0,-11.0,4,11,-1.0,D
2855,33,-4.0,9.0,-1,-11,12.0,A
2856,38,9.0,21.0,-1,-5,3.0,A
2857,25,-17.0,2.0,-4,-15,13.0,A
2858,28,18.0,4.0,-2,11,-11.0,H
2859,33,-11.0,18.0,-7,-16,10.0,D
2860,18,5.0,-24.0,1,10,-6.0,D
2861,13,10.0,-15.0,6,23,-14.0,H
2862,21,3.0,-6.0,3,12,-4.0,A
2863,25,0.0,-9.0,-2,1,-1.0,H
2864,49,-13.0,22.0,-9,-31,17.0,A
2865,10,20.0,-20.0,8,28,-17.0,A
2866,22,5.0,-5.0,0,6,-10.0,H
2867,33,-11.0,8.0,-7,-13,10.0,A
2868,18,-24.0,-11.0,-2,0,1.0,A
2869,28,8.0,5.0,5,5,-3.0,D
2870,18,-5.0,-17.0,1,6,-6.0,D
2871,20,-10.0,-12.0,0,5,-5.0,D
2872,39,-19.0,12.0,-7,-26,15.0,D
2873,33,-17.0,2.0,-3,-20,11.0,H
2874,41,1.0,24.0,-6,-12,10.0,A
2875,26,-8.0,-3.0,2,-4,7.0,H
2876,45,16.0,22.0,-2,-11,2.0,A
2877,31,26.0,8.0,4,21,-6.0,H
2878,21,24.0,-10.0,6,20,-11.0,D
2879,25,8.0,-10.0,6,6,-4.0,H
2880,25,24.0,-5.0,7,23,-10.0,H
2881,16,-12.0,-16.0,-3,5,-3.0,A
2882,29,5.0,-3.0,2,1,-4.0,H
2883,19,1.0,-25.0,5,14,-7.0,D
2884,14,-3.0,-19.0,0,13,-10.0,D
2885,25,-17.0,-5.0,-5,-6,1.0,A
2886,34,24.0,15.0,3,8,-1.0,H
2887,55,12.0,27.0,-2,-15,4.0,D
2888,37,-10.0,9.0,-3,-15,8.0,D
2889,27,15.0,-3.0,3,7,-6.0,H
2890,21,-25.0,-13.0,1,-1,-1.0,A
2891,51,-19.0,26.0,-7,-36,18.0,D
2892,19,-5.0,-18.0,0,10,-5.0,D
2893,33,-4.0,7.0,0,-5,8.0,D
2894,34,19.0,12.0,-2,3,-3.0,D
2895,34,9.0,1.0,4,4,-2.0,H
2896,27,-7.0,-7.0,1,-2,2.0,H
2897,23,27.0,-10.0,6,33,-13.0,H
2898,41,-15.0,12.0,-10,-15,6.0,D
2899,45,-15.0,25.0,0,-26,16.0,D
2900,30,19.0,-5.0,3,8,-9.0,H
2901,20,10.0,-26.0,6,21,-9.0,D
2902,59,-5.0,28.0,-6,-31,11.0,A
2903,46,-12.0,25.0,-4,-22,13.0,H
2904,27,-19.0,-15.0,4,-11,9.0,D
2905,29,-15.0,-4.0,3,-9,2.0,H
2906,34,-9.0,7.0,-5,-7,1.0,H
2907,23,-18.0,-11.0,-1,-3,4.0,D
2908,35,26.0,12.0,3,17,-5.0,D
2909,42,0.0,12.0,-8,-8,3.0,A
2910,21,24.0,-18.0,5,25,-15.0,H
2911,28,-15.0,-6.0,-4,0,-1.0,D
2912,53,-11.0,26.0,-5,-29,12.0,H
2913,23,-6.0,-14.0,-9,7,-6.0,H
2914,41,-5.0,20.0,0,-12,13.0,A
2915,17,6.0,-19.0,-1,17,-11.0,H
2916,27,13.0,-11.0,2,18,-11.0,H
2917,30,-26.0,-8.0,-1,-9,5.0,H
2918,42,29.0,10.0,4,20,-5.0,H
2919,34,12.0,-1.0,7,2,-1.0,A
2920,37,10.0,9.0,-3,-1,-2.0,H
2921,24,21.0,-25.0,5,20,-11.0,H
2922,33,-6.0,-5.0,1,-4,-1.0,H
2923,42,-15.0,8.0,-2,-13,5.0,H
2924,65,-22.0,31.0,-9,-48,19.0,A
2925,21,-15.0,-21.0,7,2,1.0,A
2926,29,1.0,-6.0,-3,8,-9.0,H
2927,49,24.0,27.0,0,4,-1.0,H
2928,27,-12.0,-9.0,1,0,2.0,H
2929,48,-9.0,14.0,-5,-18,5.0,A
2930,40,25.0,2.0,0,9,-5.0,H
2931,23,7.0,-18.0,-2,19,-13.0,H
2932,32,33.0,-14.0,7,36,-10.0,H
2933,17,-11.0,-24.0,2,10,-6.0,A
2934,30,-6.0,-10.0,1,3,3.0,A
2935,32,-7.0,-5.0,-3,-3,5.0,D
2936,30,4.0,-10.0,-2,7,-7.0,H
2937,39,-18.0,15.0,-3,-15,11.0,A
2938,47,15.0,22.0,-2,4,1.0,H
2939,56,-26.0,26.0,-3,-32,13.0,A
2940,27,-18.0,-12.0,2,5,-3.0,D
2941,30,-23.0,-7.0,3,-10,3.0,H
2942,24,-20.0,-27.0,0,-1,4.0,A
2943,40,1.0,5.0,-1,0,-1.0,H
2944,54,19.0,16.0,-5,-12,2.0,H
2945,33,-11.0,-7.0,5,-3,3.0,H
2946,20,-27.0,-23.0,-1,4,-5.0,H
2947,59,9.0,27.0,-1,-14,4.0,H
2948,23,37.0,-20.0,11,48,-18.0,H
2949,42,-12.0,19.0,-4,-15,7.0,H
2950,43,-8.0,2.0,-6,-10,5.0,D
2951,50,4.0,23.0,-6,-10,5.0,A
2952,33,28.0,-11.0,3,22,-7.0,H
2953,33,-9.0,-18.0,-5,-3,6.0,D
2954,36,15.0,-4.0,4,18,-7.0,A
2955,33,-21.0,-10.0,-2,-6,2.0,H
2956,23,23.0,-21.0,9,27,-15.0,H
2957,33,11.0,-8.0,4,15,-7.0,H
2958,33,25.0,-10.0,-2,26,-14.0,H
2959,55,-12.0,28.0,-4,-27,11.0,H
2960,77,-9.0,39.0,-13,-46,16.0,A
2961,54,2.0,14.0,-3,-14,4.0,A
2962,44,-9.0,2.0,-4,-8,2.0,H
2963,34,-20.0,-18.0,3,-4,7.0,H
2964,45,-25.0,18.0,0,-15,8.0,A
2965,23,-3.0,-22.0,5,16,-8.0,H
2966,40,-18.0,2.0,0,-6,2.0,D
2967,31,-22.0,-10.0,-7,-8,5.0,A
2968,30,-8.0,-25.0,-5,4,-2.0,A
2969,53,2.0,26.0,-2,-9,4.0,A
2970,31,28.0,-10.0,7,27,-14.0,H
2971,37,19.0,-9.0,5,11,-3.0,D
2972,39,-15.0,-4.0,-4,-6,4.0,H
2973,31,-23.0,-20.0,-4,-8,2.0,D
2974,52,15.0,12.0,-1,5,-1.0,D
2975,65,38.0,30.0,0,12,-1.0,A
2976,34,27.0,-19.0,7,22,-7.0,H
2977,39,-26.0,-4.0,-4,-9,3.0,D
2978,23,12.0,-23.0,4,29,-14.0,H
2979,48,-25.0,19.0,-12,-25,12.0,D
2980,38,-7.0,-9.0,2,-1,4.0,D
2981,31,-14.0,-11.0,4,5,-1.0,A
2982,80,-11.0,40.0,-11,-46,12.0,A
2983,55,29.0,14.0,-1,4,-2.0,D
2984,61,-4.0,31.0,-4,-21,9.0,A
2985,31,31.0,-21.0,5,37,-16.0,H
2986,80,-9.0,40.0,-4,-42,9.0,D
2987,59,-4.0,29.0,-4,-19,8.0,A
2988,23,-19.0,-27.0,3,12,-8.0,H
2989,34,-23.0,-11.0,6,-10,7.0,A
2990,56,-8.0,14.0,-7,-22,11.0,H
2991,38,1.0,-7.0,-9,4,-5.0,D
2992,36,-1.0,-17.0,-1,9,-8.0,D
2993,31,-9.0,-23.0,-1,8,-8.0,H
2994,62,19.0,31.0,-2,-12,4.0,D
2995,68,17.0,29.0,-2,-7,3.0,H
2996,34,40.0,-24.0,0,47,-14.0,H
2997,40,14.0,-7.0,4,16,-6.0,H
2998,39,29.0,-9.0,3,29,-8.0,H
2999,50,-17.0,19.0,-2,-14,9.0,A
3000,48,-7.0,2.0,6,-9,6.0,A
3001,38,-11.0,-20.0,-1,-1,2.0,H
3002,62,-23.0,17.0,-3,-30,13.0,D
3003,84,30.0,43.0,3,-21,3.0,D
3004,42,33.0,-1.0,8,23,-6.0,H
3005,24,-28.0,-27.0,0,0,-1.0,D
3006,37,-27.0,-7.0,0,-3,-2.0,H
3007,24,-8.0,-28.0,3,16,-7.0,A
3008,34,-20.0,-27.0,-2,4,-4.0,A
3009,63,-27.0,30.0,-12,-39,16.0,A
3010,72,-1.0,30.0,-7,-29,7.0,D
3011,39,18.0,-10.0,3,26,-9.0,H
3012,35,1.0,-22.0,-1,13,-10.0,A
3013,37,-8.0,-23.0,2,5,-6.0,D
3014,59,25.0,14.0,1,-5,1.0,D
3015,68,43.0,34.0,-5,17,-2.0,A
3016,40,-12.0,-10.0,0,-3,4.0,D
3017,48,30.0,1.0,6,24,-6.0,H
3018,43,-22.0,-1.0,2,-8,9.0,A
3019,65,34.0,18.0,2,3,-2.0,D
3020,69,-21.0,34.0,-1,-29,12.0,A
3021,43,14.0,-8.0,2,17,-4.0,H
3022,55,-11.0,25.0,-6,-15,5.0,A
3023,46,42.0,0.0,2,39,-8.0,H
3024,48,-22.0,0.0,0,-10,3.0,H
3025,38,-28.0,-23.0,-3,-13,4.0,A
3026,66,-10.0,18.0,-2,-25,8.0,A
3027,39,-12.0,-11.0,2,-1,3.0,D
3028,35,31.0,-23.0,7,32,-14.0,H
3029,75,-26.0,31.0,-5,-47,17.0,A
3030,63,35.0,16.0,3,9,-3.0,H
3031,25,27.0,-29.0,8,33,-13.0,H
3032,41,33.0,-18.0,4,37,-9.0,A
3033,70,-22.0,34.0,-6,-29,12.0,A
3034,41,-11.0,-11.0,-4,-1,1.0,D
3035,40,-1.0,-13.0,5,6,-3.0,A
3036,39,19.0,-12.0,3,30,-12.0,H
3037,88,-4.0,43.0,-4,-40,7.0,D
3038,28,-10.0,-28.0,0,15,-9.0,H
3039,40,-26.0,-22.0,-3,-5,3.0,D
3070,4,0.0,-3.0,-1,-1,5.0,A
3071,7,0.0,3.0,-4,-4,2.0,H
3072,1,-2.0,-3.0,2,2,2.0,D
3073,4,-3.0,-1.0,-1,-1,-4.0,D
3074,3,2.0,0.0,1,1,-4.0,H
3075,6,1.0,5.0,0,0,8.0,D
3076,6,-3.0,1.0,-5,-5,10.0,A
3077,4,1.0,0.0,2,2,-12.0,H
3078,4,0.0,1.0,0,0,-5.0,D
3079,9,-2.0,3.0,-6,-6,10.0,D
3080,4,2.0,-2.0,3,3,-16.0,H
3081,5,3.0,0.0,5,5,-6.0,A
3082,4,-2.0,-3.0,3,3,-6.0,A
3083,3,-2.0,-1.0,1,1,3.0,A
3084,1,-3.0,-5.0,1,1,3.0,H
3085,6,1.0,1.0,-1,-1,8.0,A
3086,7,3.0,1.0,2,2,-5.0,H
3087,9,-1.0,3.0,-4,-4,14.0,A
3088,4,-2.0,-2.0,-1,-1,-1.0,A
3089,7,5.0,4.0,0,0,-6.0,H
3090,10,0.0,8.0,-4,-4,14.0,H
3091,5,-4.0,-2.0,-1,-1,-1.0,A
3092,5,-2.0,0.0,2,2,3.0,H
3093,5,1.0,0.0,2,2,-10.0,A
3094,3,1.0,-4.0,5,5,-3.0,H
3095,12,0.0,5.0,-5,-5,8.0,A
3096,10,4.0,4.0,2,2,3.0,D
3097,4,-1.0,-3.0,3,3,-9.0,A
3098,10,-8.0,2.0,-9,-9,12.0,A
3099,7,2.0,-3.0,2,2,-5.0,H
3100,7,-1.0,-4.0,1,1,10.0,A
3101,7,-5.0,-2.0,-6,-3,10.0,H
3102,9,-1.0,1.0,4,1,1.0,D
3103,3,4.0,-6.0,7,10,-9.0,H
3104,12,7.0,3.0,-4,-2,-4.0,H
3105,7,-10.0,0.0,-3,-6,7.0,A
3106,11,-2.0,4.0,-2,-4,15.0,A
3107,7,3.0,-1.0,1,4,-4.0,H
3108,5,4.0,-1.0,8,8,-7.0,A
3109,15,1.0,6.0,-7,-7,13.0,D
3110,7,6.0,-4.0,7,9,-14.0,H
3111,8,6.0,-2.0,3,6,-17.0,H
3112,11,1.0,-1.0,2,1,-11.0,H
3113,14,1.0,5.0,-4,-4,-1.0,D
3114,16,-3.0,6.0,-1,-6,8.0,D
3115,9,-3.0,1.0,-4,-2,-8.0,D
3116,1,-3.0,-11.0,7,6,-2.0,H
3117,13,2.0,9.0,-6,-5,12.0,A
3118,13,1.0,1.0,0,-3,9.0,A
3119,7,-8.0,-4.0,-1,-4,-8.0,A
3120,15,-1.0,2.0,-5,-5,10.0,A
3121,19,-11.0,9.0,-13,-16,7.0,A
3122,10,6.0,1.0,-1,7,-15.0,H
3123,8,1.0,-3.0,5,3,-2.0,H
3124,8,-7.0,-5.0,-1,-1,-2.0,D
3125,10,5.0,-1.0,4,5,-11.0,H
3126,16,9.0,11.0,0,1,2.0,H
3127,11,-15.0,-3.0,-7,-10,4.0,H
3128,8,1.0,0.0,3,2,-1.0,D
3129,11,3.0,-2.0,2,5,-10.0,H
3130,20,11.0,9.0,3,2,2.0,H
3131,14,-3.0,2.0,-1,-4,12.0,A
3132,4,-3.0,-14.0,4,7,2.0,H
3133,8,10.0,-7.0,5,8,-17.0,H
3134,20,-4.0,10.0,-9,-9,7.0,H
3135,18,-4.0,7.0,-12,-10,1.0,D
3136,3,-2.0,-13.0,8,7,6.0,H
3137,10,0.0,-3.0,-3,-1,-2.0,D
3138,11,-5.0,1.0,-3,-2,8.0,H
3139,19,4.0,4.0,2,-1,-1.0,D
3140,12,-3.0,-4.0,-2,-1,-5.0,H
3141,13,8.0,0.0,2,7,-14.0,D
3142,19,-15.0,4.0,-10,-16,6.0,D
3143,10,7.0,-5.0,4,10,-17.0,H
3144,10,-14.0,0.0,-1,-2,5.0,H
3145,14,7.0,-2.0,4,5,-8.0,H
3146,25,4.0,13.0,-3,-8,3.0,H
3147,19,-15.0,17.0,-6,-15,13.0,H
3148,9,0.0,-4.0,2,2,3.0,D
3149,14,4.0,-2.0,1,6,-4.0,A
