,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,DiffPts,DiffFormPts,DiffLP,HTGD,ATGD
2501,H,51,30,W,W,L,L,D,W,9.0,14.0,11.0,8.0,7.0,3.0,9.0,2.0,1.0,3.0,0.0,0.0,21,3,-12,33.0,-10.0
2502,D,26,41,L,W,W,D,W,W,10.0,19.0,7.0,20.0,5.0,10.0,1.0,11.0,2.0,3.0,0.0,1.0,-15,0,5,-4.0,15.0
2503,H,46,15,L,D,W,L,L,L,7.0,7.0,20.0,10.0,13.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,31,7,-11,17.0,-26.0
2504,A,18,35,L,D,L,L,D,L,6.0,8.0,5.0,23.0,1.0,14.0,5.0,4.0,1.0,3.0,0.0,0.0,-17,-2,12,-15.0,4.0
2505,D,27,20,W,D,L,W,L,L,3.0,12.0,23.0,3.0,15.0,3.0,9.0,3.0,0.0,1.0,0.0,0.0,7,4,-1,-3.0,-15.0
2506,A,18,36,D,W,L,L,W,W,9.0,17.0,23.0,9.0,12.0,5.0,14.0,2.0,1.0,2.0,0.0,0.0,-18,-1,14,-12.0,2.0
2507,D,19,36,W,L,W,L,L,L,8.0,10.0,14.0,16.0,8.0,7.0,6.0,6.0,1.0,1.0,0.0,0.0,-17,3,15,-19.0,6.0
2508,D,26,25,W,L,W,W,L,L,6.0,7.0,13.0,15.0,6.0,11.0,8.0,7.0,1.0,0.0,0.0,0.0,1,4,-1,-3.0,-9.0
2509,H,27,29,W,L,W,D,W,W,6.0,14.0,10.0,12.0,6.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,-2,2,1,5.0,-4.0
2510,H,37,18,D,L,L,L,D,W,9.0,14.0,20.0,3.0,11.0,3.0,11.0,1.0,2.0,3.0,0.0,1.0,19,-3,-16,6.0,-14.0
2511,H,54,27,L,W,W,D,W,L,8.0,7.0,16.0,11.0,10.0,8.0,4.0,6.0,1.0,3.0,0.0,0.0,27,1,-8,41.0,-3.0
2512,H,29,20,L,D,W,D,W,L,6.0,6.0,22.0,10.0,9.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,9,0,-6,-7.0,-19.0
2513,A,21,18,D,W,L,L,L,D,7.0,14.0,13.0,14.0,8.0,6.0,7.0,3.0,0.0,3.0,1.0,0.0,3,2,-3,-15.0,-18.0
2514,A,30,30,L,L,D,W,W,L,12.0,6.0,9.0,4.0,6.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0,-7,1,-12.0,8.0
2515,A,26,27,D,W,L,D,L,W,11.0,6.0,18.0,15.0,11.0,8.0,8.0,7.0,2.0,1.0,0.0,0.0,-1,-4,-1,-9.0,-4.0
2516,D,15,29,L,L,L,W,D,D,12.0,8.0,2.0,8.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,-14,-4,8,-28.0,-3.0
2517,D,42,54,D,D,W,W,W,W,14.0,13.0,19.0,14.0,10.0,10.0,6.0,6.0,2.0,1.0,0.0,0.0,-12,-1,4,15.0,35.0
2518,H,39,28,W,L,W,D,W,D,6.0,11.0,16.0,13.0,8.0,8.0,4.0,4.0,1.0,2.0,0.0,0.0,11,1,-11,4.0,-3.0
2519,D,38,49,W,L,D,W,L,D,6.0,11.0,15.0,9.0,10.0,6.0,7.0,4.0,2.0,2.0,0.0,0.0,-11,-3,4,7.0,19.0
2520,H,18,21,L,L,D,L,D,W,11.0,10.0,7.0,25.0,5.0,13.0,5.0,6.0,1.0,1.0,0.0,0.0,-3,0,2,-20.0,-16.0
2521,A,20,16,L,D,W,D,L,L,19.0,10.0,13.0,10.0,8.0,6.0,7.0,7.0,3.0,2.0,0.0,0.0,4,6,3,-21.0,-28.0
2522,H,30,43,D,W,D,D,D,D,13.0,12.0,10.0,8.0,7.0,7.0,2.0,4.0,0.0,3.0,0.0,0.0,-13,-3,1,-3.0,15.0
2523,H,27,30,L,D,W,L,L,L,12.0,6.0,11.0,12.0,4.0,4.0,5.0,4.0,1.0,2.0,0.0,0.0,-3,3,-5,-6.0,-13.0
2524,H,55,39,D,W,W,D,W,L,10.0,11.0,11.0,9.0,6.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,16,5,-6,35.0,7.0
2525,A,33,40,W,W,W,W,D,L,7.0,7.0,8.0,10.0,5.0,8.0,7.0,3.0,2.0,1.0,0.0,0.0,-7,8,10,9.0,12.0
2526,A,30,32,W,D,L,W,L,D,6.0,12.0,16.0,18.0,9.0,11.0,6.0,8.0,0.0,2.0,0.0,0.0,-2,0,-1,-3.0,-5.0
2527,H,50,42,D,W,L,W,W,L,7.0,9.0,18.0,7.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,8,-4,-1,19.0,5.0
2528,A,28,57,L,D,W,W,L,W,15.0,5.0,9.0,17.0,5.0,10.0,5.0,8.0,3.0,0.0,0.0,0.0,-29,-7,15,-4.0,44.0
2529,A,21,26,W,L,L,L,D,W,6.0,11.0,10.0,26.0,8.0,16.0,12.0,8.0,1.0,0.0,0.0,0.0,-5,0,10,-17.0,-10.0
2530,H,43,20,L,D,D,L,L,D,7.0,13.0,25.0,8.0,16.0,1.0,14.0,7.0,0.0,1.0,0.0,0.0,23,2,-12,13.0,-22.0
2531,H,60,21,W,W,L,W,L,L,6.0,10.0,20.0,2.0,13.0,2.0,10.0,3.0,0.0,2.0,0.0,0.0,39,5,-18,45.0,-19.0
2532,D,42,21,L,W,W,L,W,L,8.0,8.0,13.0,7.0,8.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,21,5,-15,0.0,-21.0
2533,A,21,30,L,L,D,W,L,D,17.0,12.0,17.0,7.0,8.0,3.0,6.0,5.0,1.0,4.0,1.0,0.0,-9,-3,8,-17.0,-5.0
2534,H,29,33,W,L,D,L,W,W,6.0,8.0,18.0,10.0,13.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,-4,-2,-3,-6.0,8.0
2535,D,19,28,W,D,L,L,L,D,8.0,8.0,14.0,10.0,6.0,3.0,14.0,7.0,0.0,4.0,0.0,0.0,-9,-1,-1,-27.0,-5.0
2536,H,43,53,W,W,D,W,D,W,15.0,12.0,21.0,8.0,13.0,4.0,7.0,5.0,3.0,3.0,0.0,1.0,-10,-1,-1,13.0,24.0
2537,A,35,58,W,W,L,W,D,W,9.0,10.0,16.0,11.0,7.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,-23,-3,10,-4.0,36.0
2538,H,30,30,L,L,L,L,W,D,13.0,7.0,9.0,11.0,6.0,6.0,8.0,4.0,1.0,0.0,0.0,0.0,0,-6,3,-14.0,-4.0
2539,D,21,28,W,L,L,L,L,D,9.0,5.0,15.0,17.0,9.0,12.0,4.0,8.0,1.0,0.0,0.0,0.0,-7,2,3,-19.0,-5.0
2540,A,39,46,L,L,D,W,W,W,11.0,9.0,12.0,10.0,4.0,7.0,12.0,0.0,0.0,1.0,0.0,0.0,-7,-6,5,5.0,16.0
2541,H,63,20,W,W,W,L,L,L,13.0,8.0,23.0,8.0,10.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,43,8,-17,48.0,-25.0
2542,D,21,34,L,L,L,D,W,D,16.0,15.0,22.0,8.0,10.0,5.0,7.0,7.0,1.0,2.0,0.0,0.0,-13,-5,10,-18.0,-1.0
2543,H,33,35,W,L,L,L,W,W,10.0,16.0,11.0,7.0,7.0,5.0,8.0,2.0,0.0,2.0,0.0,0.0,-2,-4,2,-12.0,-5.0
2544,H,32,46,W,W,L,W,L,D,9.0,10.0,19.0,13.0,11.0,6.0,14.0,5.0,3.0,1.0,0.0,0.0,-14,4,4,-2.0,16.0
2545,A,20,30,D,W,D,L,L,W,15.0,7.0,14.0,12.0,8.0,8.0,8.0,4.0,2.0,2.0,0.0,1.0,-10,1,4,-27.0,-6.0
2546,H,33,22,W,W,L,D,L,W,7.0,9.0,25.0,8.0,19.0,3.0,7.0,7.0,1.0,2.0,0.0,0.0,11,6,-11,-4.0,-21.0
2547,D,43,33,D,L,W,L,L,W,14.0,14.0,24.0,7.0,12.0,6.0,19.0,4.0,5.0,3.0,0.0,1.0,10,-2,-8,0.0,4.0
2548,A,53,61,L,W,D,W,W,D,8.0,10.0,18.0,6.0,9.0,5.0,7.0,3.0,1.0,2.0,0.0,0.0,-8,-6,2,21.0,37.0
2549,H,29,33,D,L,L,W,W,L,9.0,11.0,19.0,5.0,8.0,1.0,10.0,4.0,2.0,0.0,0.0,0.0,-4,-5,7,-5.0,-4.0
2550,H,20,22,L,L,L,D,L,L,13.0,13.0,11.0,17.0,7.0,11.0,10.0,6.0,2.0,2.0,0.0,0.0,-2,-1,1,-27.0,-18.0
2551,H,46,36,L,W,L,W,W,L,12.0,15.0,21.0,8.0,11.0,3.0,14.0,1.0,1.0,2.0,0.0,1.0,10,-1,-8,15.0,-11.0
2552,H,37,53,W,D,W,L,L,W,13.0,11.0,9.0,21.0,5.0,9.0,0.0,8.0,2.0,2.0,0.0,0.0,-16,4,3,0.0,19.0
2553,H,34,39,D,L,L,L,L,L,13.0,15.0,6.0,9.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,-5,3,5,4.0,4.0
2554,A,22,22,L,D,L,D,L,W,10.0,10.0,14.0,12.0,7.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,0,0,1,-26.0,-22.0
2555,H,64,35,W,W,W,W,W,W,5.0,13.0,20.0,6.0,9.0,3.0,8.0,5.0,0.0,1.0,0.0,1.0,29,3,-8,39.0,-1.0
2556,D,35,20,L,L,W,L,D,W,12.0,7.0,13.0,18.0,6.0,9.0,3.0,5.0,4.0,4.0,0.0,0.0,15,1,-3,-6.0,-29.0
2557,H,33,66,W,L,L,W,W,W,9.0,14.0,8.0,18.0,5.0,13.0,7.0,9.0,0.0,2.0,0.0,0.0,-33,-5,10,-4.0,50.0
2558,H,49,44,W,W,W,D,D,L,11.0,12.0,21.0,5.0,13.0,3.0,6.0,3.0,2.0,3.0,0.0,0.0,5,5,-2,17.0,0.0
2559,H,39,37,L,L,L,W,D,W,6.0,7.0,15.0,5.0,10.0,3.0,4.0,4.0,1.0,4.0,0.0,0.0,2,-7,1,4.0,0.0
2560,A,36,36,L,W,W,W,W,L,8.0,7.0,14.0,10.0,7.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0,-2,0.0,-3.0
2561,D,21,35,D,L,D,L,W,W,8.0,10.0,20.0,8.0,6.0,2.0,13.0,5.0,2.0,4.0,0.0,0.0,-14,-3,5,-29.0,-3.0
2562,H,44,36,L,D,D,D,L,L,8.0,15.0,15.0,12.0,10.0,5.0,4.0,5.0,0.0,3.0,0.0,0.0,8,-2,-7,-1.0,-6.0
2563,A,22,67,L,L,D,W,W,W,6.0,11.0,7.0,22.0,3.0,18.0,4.0,7.0,1.0,1.0,1.0,0.0,-45,-9,18,-28.0,41.0
2564,H,25,37,W,D,L,W,D,L,13.0,10.0,16.0,2.0,9.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,-12,0,6,-20.0,5.0
2565,A,37,52,L,W,D,W,W,W,11.0,11.0,7.0,12.0,2.0,8.0,4.0,6.0,2.0,1.0,0.0,0.0,-15,-7,4,-3.0,18.0
2566,H,66,49,L,W,W,W,L,W,8.0,7.0,20.0,6.0,10.0,5.0,11.0,4.0,1.0,2.0,0.0,0.0,17,5,-5,49.0,16.0
2567,H,22,42,L,D,L,W,L,L,8.0,6.0,10.0,18.0,5.0,11.0,7.0,17.0,0.0,0.0,0.0,0.0,-20,-3,9,-19.0,7.0
2568,D,53,36,L,L,L,L,W,W,10.0,10.0,24.0,8.0,18.0,2.0,13.0,1.0,1.0,1.0,0.0,0.0,17,-2,-10,18.0,-12.0
2569,H,52,33,W,W,W,W,D,D,6.0,13.0,20.0,3.0,12.0,2.0,15.0,5.0,0.0,5.0,0.0,0.0,19,10,-13,18.0,-4.0
2570,H,26,28,W,W,L,W,W,D,8.0,3.0,12.0,10.0,6.0,4.0,11.0,4.0,0.0,2.0,0.0,0.0,-2,-4,-1,-25.0,-18.0
2571,D,49,54,L,W,L,D,L,L,9.0,11.0,10.0,19.0,5.0,7.0,6.0,5.0,1.0,2.0,0.0,0.0,-5,2,2,15.0,18.0
2572,A,42,22,L,W,L,D,D,L,14.0,10.0,12.0,6.0,9.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,20,-3,-7,6.0,-29.0
2573,H,36,22,L,D,L,L,L,L,13.0,7.0,15.0,10.0,11.0,6.0,5.0,5.0,2.0,2.0,1.0,0.0,14,3,-8,-7.0,-33.0
2574,D,37,69,D,L,W,W,L,W,15.0,12.0,10.0,16.0,3.0,11.0,5.0,7.0,1.0,2.0,0.0,0.0,-32,-5,13,-12.0,50.0
2575,H,37,25,L,W,D,W,L,D,11.0,9.0,15.0,10.0,8.0,6.0,5.0,2.0,2.0,3.0,0.0,1.0,12,0,-4,3.0,-18.0
2576,A,39,37,W,W,W,L,L,W,10.0,10.0,10.0,15.0,3.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,2,2,4,0.0,-4.0
2577,A,36,47,D,L,W,W,L,D,10.0,4.0,14.0,10.0,6.0,7.0,10.0,4.0,0.0,1.0,0.0,0.0,-11,5,5,-3.0,0.0
2578,H,70,36,W,W,W,L,L,W,17.0,6.0,19.0,5.0,16.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,34,6,-7,46.0,-3.0
2579,A,33,49,L,W,D,L,W,L,13.0,5.0,9.0,12.0,5.0,9.0,6.0,4.0,1.0,0.0,0.0,0.0,-16,-1,10,-7.0,15.0
2580,H,40,36,W,L,L,L,D,L,8.0,12.0,16.0,9.0,9.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,4,0,-3,-2.0,-5.0
2581,H,36,39,L,L,L,W,L,D,11.0,9.0,14.0,16.0,9.0,8.0,6.0,7.0,1.0,2.0,0.0,0.0,-3,2,-3,-4.0,-6.0
2582,D,70,40,D,W,L,W,L,W,11.0,13.0,19.0,8.0,10.0,4.0,17.0,5.0,1.0,1.0,0.0,0.0,30,3,-12,50.0,5.0
2583,H,25,58,L,W,L,W,W,W,13.0,9.0,10.0,13.0,8.0,7.0,4.0,6.0,5.0,2.0,0.0,0.0,-33,-11,14,-20.0,22.0
2584,H,25,38,W,D,D,D,D,L,14.0,13.0,13.0,6.0,11.0,2.0,8.0,1.0,2.0,4.0,0.0,0.0,-13,-2,1,-28.0,-12.0
2585,A,22,29,L,L,L,W,W,W,11.0,11.0,14.0,19.0,8.0,11.0,13.0,4.0,1.0,1.0,0.0,0.0,-7,-8,2,-34.0,-24.0
2586,H,50,42,W,W,L,L,L,W,10.0,11.0,11.0,9.0,7.0,6.0,3.0,6.0,3.0,3.0,0.0,1.0,8,5,-3,2.0,5.0
2587,H,55,39,D,D,L,L,W,W,11.0,12.0,15.0,11.0,10.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,16,-7,-7,18.0,-2.0
2588,A,28,73,L,W,W,W,W,W,8.0,5.0,11.0,14.0,6.0,6.0,2.0,10.0,1.0,1.0,0.0,0.0,-45,-8,17,-19.0,47.0
2589,A,39,50,L,W,W,W,W,L,10.0,7.0,19.0,5.0,13.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,-11,1,6,-2.0,2.0
2590,A,29,39,L,W,W,W,L,L,11.0,9.0,13.0,11.0,7.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,-10,3,9,-27.0,-3.0
2591,H,53,28,W,D,L,W,W,D,14.0,11.0,19.0,13.0,10.0,7.0,5.0,3.0,2.0,2.0,0.0,0.0,25,-1,-9,17.0,-26.0
2592,D,42,34,L,L,L,D,L,L,4.0,9.0,21.0,5.0,5.0,3.0,11.0,3.0,1.0,1.0,0.0,0.0,8,-2,-8,3.0,-9.0
2593,D,39,43,L,W,L,W,W,L,7.0,17.0,14.0,9.0,11.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,-4,-5,5,-7.0,0.0
2594,H,38,22,L,D,D,L,L,L,7.0,11.0,14.0,9.0,6.0,5.0,3.0,8.0,1.0,1.0,0.0,0.0,16,5,-6,-14.0,-35.0
2595,D,41,58,D,W,L,W,D,D,12.0,10.0,12.0,15.0,9.0,8.0,11.0,4.0,2.0,2.0,0.0,0.0,-17,3,9,5.0,20.0
2596,H,36,28,L,L,D,L,L,W,5.0,7.0,9.0,16.0,6.0,10.0,8.0,4.0,1.0,1.0,0.0,1.0,8,-3,-9,-7.0,-21.0
2597,H,58,71,L,W,W,D,D,W,13.0,14.0,12.0,7.0,7.0,2.0,7.0,6.0,2.0,4.0,0.0,1.0,-13,4,2,21.0,50.0
2598,H,76,28,W,W,W,W,L,W,13.0,10.0,24.0,9.0,14.0,7.0,11.0,5.0,1.0,0.0,0.0,1.0,48,8,-15,49.0,-19.0
2599,D,34,38,D,L,L,L,D,D,9.0,9.0,7.0,7.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,-4,0,2,-9.0,-14.0
2600,H,44,42,D,W,W,D,D,W,7.0,12.0,22.0,3.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,2,-1,-6,0.0,5.0
2601,D,42,56,W,W,L,W,W,D,5.0,16.0,11.0,12.0,9.0,4.0,7.0,11.0,1.0,3.0,0.0,0.0,-14,-4,3,0.0,18.0
2602,H,56,29,W,W,W,L,L,W,7.0,18.0,8.0,9.0,4.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,27,3,-13,6.0,-29.0
2603,A,59,40,D,W,D,D,L,W,12.0,12.0,13.0,12.0,9.0,6.0,10.0,3.0,1.0,2.0,0.0,0.0,19,1,-8,20.0,-7.0
2604,A,28,43,L,L,L,D,L,L,16.0,12.0,10.0,16.0,4.0,12.0,4.0,4.0,4.0,5.0,0.0,1.0,-15,2,11,-24.0,3.0
2605,H,71,39,L,D,D,W,L,L,7.0,9.0,17.0,4.0,12.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,32,1,-9,49.0,-4.0
2606,H,28,39,L,W,L,L,L,L,9.0,10.0,16.0,9.0,8.0,6.0,6.0,9.0,2.0,0.0,0.0,0.0,-11,0,6,-21.0,-6.0
2607,H,28,79,L,W,W,W,W,W,8.0,14.0,11.0,8.0,8.0,3.0,7.0,3.0,1.0,2.0,0.0,0.0,-51,-7,13,-27.0,51.0
2608,A,22,61,L,L,L,W,L,W,9.0,4.0,9.0,10.0,6.0,7.0,6.0,4.0,3.0,0.0,1.0,0.0,-39,-12,17,-36.0,22.0
2609,A,40,71,D,L,W,L,D,D,10.0,5.0,16.0,22.0,8.0,17.0,3.0,5.0,1.0,2.0,0.0,0.0,-31,0,11,-7.0,49.0
2610,D,42,22,L,D,D,L,L,L,4.0,11.0,15.0,12.0,6.0,8.0,8.0,4.0,0.0,1.0,0.0,0.0,20,5,-7,1.0,-39.0
2611,H,39,28,L,L,L,L,L,L,8.0,12.0,16.0,7.0,8.0,2.0,7.0,3.0,0.0,2.0,0.0,0.0,11,0,-8,-9.0,-25.0
2612,H,39,31,L,W,L,W,L,W,13.0,11.0,15.0,16.0,10.0,6.0,6.0,8.0,3.0,1.0,0.0,0.0,8,-5,-7,-8.0,-18.0
2613,H,79,35,L,W,W,L,D,D,9.0,7.0,24.0,10.0,16.0,4.0,11.0,4.0,3.0,3.0,0.0,0.0,44,10,-14,50.0,-13.0
2614,A,64,31,W,W,L,W,L,W,15.0,13.0,18.0,12.0,8.0,7.0,9.0,3.0,2.0,3.0,0.0,0.0,33,2,-12,25.0,-26.0
2615,D,64,57,W,W,L,D,W,W,11.0,11.0,13.0,13.0,8.0,7.0,7.0,7.0,3.0,4.0,0.0,0.0,7,4,-3,25.0,18.0
2616,D,35,42,L,D,D,L,D,D,11.0,8.0,12.0,10.0,7.0,5.0,8.0,5.0,0.0,2.0,0.0,1.0,-7,-3,3,-13.0,1.0
2617,H,28,43,L,L,L,W,D,L,8.0,13.0,9.0,12.0,6.0,5.0,9.0,7.0,1.0,1.0,0.0,0.0,-15,-4,7,-25.0,-6.0
2618,D,30,39,D,L,L,L,L,L,19.0,7.0,7.0,20.0,5.0,12.0,8.0,10.0,2.0,1.0,0.0,0.0,-9,4,7,-29.0,-9.0
2619,H,43,31,D,W,W,W,L,W,11.0,16.0,15.0,9.0,9.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,12,-3,-6,0.0,-26.0
2620,H,62,42,W,W,W,L,D,W,8.0,10.0,16.0,7.0,11.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,20,10,-9,11.0,-16.0
2621,H,31,59,L,W,L,L,L,D,13.0,10.0,12.0,17.0,5.0,8.0,4.0,13.0,4.0,0.0,1.0,0.0,-28,1,13,-19.0,18.0
2622,A,46,42,L,W,D,W,L,W,10.0,8.0,28.0,9.0,12.0,4.0,15.0,3.0,2.0,0.0,0.0,0.0,4,-2,-2,3.0,-7.0
2623,D,82,48,W,L,W,D,W,D,8.0,11.0,20.0,17.0,11.0,10.0,5.0,2.0,1.0,2.0,0.0,0.0,34,1,-5,54.0,4.0
2624,A,23,77,D,L,L,W,W,L,6.0,10.0,7.0,17.0,4.0,9.0,7.0,4.0,0.0,1.0,0.0,0.0,-54,-7,19,-39.0,58.0
2625,A,36,33,D,L,D,W,D,L,9.0,16.0,17.0,12.0,6.0,11.0,9.0,6.0,1.0,2.0,0.0,0.0,3,-4,-2,-13.0,-28.0
2626,H,48,46,D,W,D,W,D,W,13.0,8.0,11.0,6.0,7.0,5.0,3.0,5.0,1.0,1.0,0.0,0.0,2,1,-2,4.0,1.0
2627,A,43,46,L,W,D,L,W,D,9.0,4.0,8.0,15.0,3.0,9.0,5.0,7.0,4.0,0.0,0.0,0.0,-3,3,4,-11.0,3.0
2628,D,42,64,L,D,W,L,W,W,8.0,10.0,6.0,17.0,4.0,10.0,2.0,6.0,1.0,2.0,0.0,0.0,-22,-4,11,-16.0,24.0
2629,D,43,33,D,L,D,W,D,L,8.0,16.0,12.0,16.0,6.0,9.0,7.0,5.0,1.0,0.0,0.0,0.0,10,-1,-5,1.0,-28.0
2630,D,43,23,D,W,L,L,D,L,8.0,8.0,10.0,15.0,8.0,9.0,2.0,6.0,2.0,1.0,0.0,0.0,20,3,-9,-6.0,-41.0
2631,D,45,36,W,W,L,L,D,L,14.0,16.0,13.0,8.0,7.0,5.0,10.0,3.0,0.0,4.0,0.0,0.0,9,6,-6,-6.0,-14.0
2632,H,34,62,L,W,W,L,W,W,14.0,12.0,10.0,11.0,8.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,-28,-3,10,-26.0,7.0
2633,H,61,34,W,D,D,W,L,W,9.0,8.0,25.0,11.0,18.0,7.0,8.0,5.0,0.0,1.0,0.0,0.0,27,2,-11,23.0,-18.0
2634,H,62,31,W,L,L,W,L,L,5.0,14.0,19.0,0.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,31,4,-15,20.0,-26.0
2635,H,80,83,W,W,W,D,W,L,11.0,14.0,12.0,4.0,5.0,2.0,8.0,8.0,3.0,2.0,0.0,0.0,-3,0,-1,60.0,54.0
2636,A,49,46,W,L,W,L,W,D,11.0,7.0,18.0,7.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,3,-3,-1,6.0,-3.0
2637,D,43,51,D,L,D,W,D,W,6.0,14.0,10.0,11.0,5.0,4.0,4.0,6.0,2.0,1.0,0.0,0.0,-8,-6,7,-16.0,8.0
2638,A,34,62,D,W,D,W,L,L,6.0,9.0,14.0,13.0,8.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0,-28,-2,14,-28.0,20.0
2639,A,61,62,W,D,D,L,W,W,9.0,5.0,17.0,12.0,6.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,-1,-1,1,23.0,7.0
2640,D,66,43,D,D,L,L,L,L,8.0,15.0,20.0,12.0,13.0,6.0,6.0,1.0,2.0,3.0,0.0,0.0,23,4,-9,24.0,-16.0
2641,D,37,65,D,L,D,W,W,L,10.0,8.0,4.0,21.0,2.0,10.0,4.0,19.0,1.0,2.0,0.0,1.0,-28,-4,12,-14.0,23.0
2642,D,34,46,L,D,W,D,W,W,14.0,8.0,11.0,17.0,6.0,13.0,4.0,4.0,1.0,4.0,0.0,0.0,-12,-5,8,-31.0,-6.0
2643,H,49,45,W,L,W,D,D,D,9.0,13.0,20.0,12.0,15.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,4,6,-4,-2.0,1.0
2644,H,83,44,L,D,W,D,D,W,12.0,6.0,26.0,13.0,18.0,9.0,16.0,3.0,1.0,0.0,0.0,0.0,39,2,-9,53.0,-6.0
2645,A,65,83,W,L,W,W,W,W,12.0,7.0,14.0,19.0,9.0,12.0,2.0,6.0,4.0,3.0,0.0,0.0,-18,0,4,9.0,61.0
2646,H,34,44,L,W,L,D,D,L,11.0,14.0,21.0,8.0,12.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,-10,0,3,-23.0,-16.0
2647,D,24,52,D,L,D,D,W,D,7.0,10.0,7.0,18.0,1.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,-28,-7,13,-41.0,8.0
2648,A,31,37,L,W,L,W,L,W,14.0,12.0,12.0,19.0,7.0,9.0,5.0,6.0,2.0,1.0,0.0,0.0,-6,-6,4,-28.0,-22.0
2649,H,49,61,L,W,L,L,W,D,15.0,13.0,23.0,9.0,13.0,5.0,7.0,4.0,2.0,4.0,0.0,0.0,-12,-1,2,5.0,21.0
2650,H,61,31,L,L,W,L,L,W,13.0,4.0,18.0,8.0,6.0,5.0,8.0,2.0,1.0,0.0,0.0,0.0,30,2,-13,18.0,-29.0
2651,H,53,65,D,D,W,L,W,L,15.0,16.0,17.0,11.0,11.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,-12,0,2,8.0,7.0
2652,H,86,37,W,W,W,W,L,W,4.0,6.0,35.0,3.0,24.0,3.0,19.0,0.0,1.0,1.0,0.0,1.0,49,6,-16,63.0,-22.0
2653,H,44,38,D,L,L,D,D,L,6.0,10.0,21.0,9.0,12.0,5.0,9.0,6.0,1.0,2.0,0.0,0.0,6,1,-4,-16.0,-14.0
2654,D,44,35,L,D,D,D,L,D,10.0,5.0,12.0,20.0,8.0,8.0,5.0,9.0,1.0,1.0,0.0,0.0,9,-3,-4,-17.0,-31.0
2655,A,45,86,L,D,D,W,L,D,14.0,11.0,6.0,17.0,5.0,9.0,1.0,9.0,3.0,3.0,0.0,0.0,-41,-4,11,0.0,55.0
2656,H,44,52,L,D,D,W,L,W,5.0,5.0,13.0,14.0,8.0,9.0,6.0,5.0,1.0,1.0,0.0,0.0,-8,-4,3,-8.0,8.0
2657,H,66,52,D,W,W,W,W,L,8.0,12.0,15.0,10.0,9.0,7.0,9.0,3.0,0.0,2.0,0.0,0.0,14,-3,-5,23.0,-1.0
2658,A,47,67,D,D,W,D,D,D,12.0,10.0,12.0,12.0,8.0,8.0,9.0,5.0,0.0,1.0,0.0,0.0,-20,2,7,-6.0,24.0
2659,H,40,25,W,W,L,D,D,L,15.0,9.0,14.0,10.0,10.0,7.0,9.0,2.0,1.0,2.0,0.0,0.0,15,9,-5,-21.0,-41.0
2660,D,0,0,M,M,M,M,M,M,12.0,8.0,14.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,-13,0.0,0.0
2661,H,0,0,M,M,M,M,M,M,12.0,11.0,11.0,4.0,9.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
2662,H,0,0,M,M,M,M,M,M,12.0,8.0,6.0,12.0,4.0,6.0,3.0,5.0,2.0,2.0,0.0,0.0,0,0,11,0.0,0.0
